date,time,booking_id,booking_status,customer_id,vehicle_type,pickup_location,drop_location,avg_vtat,avg_ctat,cancelled_rides_by_customer,reason_for_cancelling_by_customer,cancelled_rides_by_driver,reason_for_cancelling_by_driver,incomplete_rides,incomplete_rides_reason,booking_value,ride_distance,driver_ratings,customer_rating,Payment_Method
2024-02-09,18:11:00,CNR8011858783,Success,185453,"Prime SUV","Area 9","Area 14",11.5954,21.4034,0,,0,,0,,211,5.97,3.9,3.6,Cash
2024-02-25,08:22:00,CNR3636832105,"Driver Not Found",129449,Mini,"Area 21","Area 17",0,0,0,,0,,0,,2426,0,0,0,UPI
2024-02-24,14:52:00,CNR7527380292,Success,692537,eBike,"Area 35","Area 41",14.3196,17.4058,0,,0,,1,"Other Issue",118,5.2,3.5,4.3,Card
2024-02-25,21:40:00,CNR8671364520,Success,716734,Mini,"Area 30","Area 2",5.95559,23.7317,0,,0,,0,,422,9.93,4.6,4,Cash
2024-02-20,08:44:00,CNR4439011564,Success,564904,Bike,"Area 29","Area 37",6.92708,13.0336,0,,0,,0,,726,3.88,3.4,4.8,Card
2024-02-15,17:55:00,CNR5937135116,Success,930327,"Prime Plus","Area 38","Area 28",7.15212,18.4721,0,,0,,0,,815,5.8,4,4.2,Cash
2024-02-25,07:26:00,CNR3012293148,Success,434298,eBike,"Area 41","Area 33",6.07207,11.625,0,,0,,1,"Customer Demand",430,4.85,4.1,3.1,UPI
2024-02-02,04:36:00,CNR9181475647,"Driver Not Found",313301,Mini,"Area 17","Area 1",0,0,0,,0,,0,,536,0,0,0,Cash
2024-02-09,22:02:00,CNR8204942911,"Cancelled By Driver",507120,Auto,"Area 44","Area 18",0,0,0,,1,"The customer was coughing/sick",0,,3595,0,0,0,Cash
2024-02-25,19:14:00,CNR4675184345,Success,271149,eBike,"Area 12","Area 10",8.6291,11.3293,0,,0,,0,,150,4.13,3.9,3.2,Cash
2024-02-24,02:27:00,CNR5276372506,Success,492820,Mini,"Area 22","Area 30",3.63667,8.43566,0,,0,,0,,388,15.45,3.4,3.9,Cash
2024-02-16,12:46:00,CNR5551753290,"Driver Not Found",646623,eBike,"Area 36","Area 17",0,0,0,,0,,0,,739,0,0,0,Cash
2024-02-19,12:42:00,CNR2438451054,Success,335752,"Prime Plus","Area 40","Area 46",12.8127,20.0098,0,,0,,0,,137,16.44,4.6,4,UPI
2024-02-28,16:15:00,CNR5063228775,Success,936361,Auto,"Area 46","Area 31",9.94432,7.70239,0,,0,,0,,469,9.24,4.8,3.1,Card
2024-02-04,13:16:00,CNR6262490775,"Cancelled by Customer",220174,Bike,"Area 18","Area 12",0,0,1,"Wrong Address",0,,0,,781,0,0,0,Cash
2024-02-24,07:12:00,CNR4422794634,Success,274756,Mini,"Area 7","Area 23",7.02369,10.9769,0,,0,,0,,758,17.64,4,3.8,Card
2024-02-29,23:04:00,CNR7813547554,"Driver Not Found",376494,Bike,"Area 49","Area 5",0,0,0,,0,,0,,423,0,0,0,UPI
2024-02-09,06:32:00,CNR8968888972,Success,716951,"Prime Plus","Area 29","Area 48",4.81759,8.10057,0,,0,,0,,874,24.56,3.7,4,Cash
2024-02-29,02:37:00,CNR9212025737,"Cancelled by Customer",624503,Mini,"Area 1","Area 22",0,0,1,"AC is not working",0,,0,,386,0,0,0,UPI
2024-02-18,22:41:00,CNR7252635349,Success,391973,Auto,"Area 41","Area 29",13.733,14.6852,0,,0,,0,,594,5.82,3.7,4.7,UPI
2024-02-15,22:25:00,CNR8414536287,"Driver Not Found",813731,"Prime Sedan","Area 31","Area 32",0,0,0,,0,,0,,301,0,0,0,Cash
2024-02-09,10:13:00,CNR2807146944,Success,568844,"Prime SUV","Area 43","Area 28",6.37797,15.3847,0,,0,,0,,898,16.55,3.9,4.7,Cash
2024-02-23,07:22:00,CNR8242003478,Success,539387,Mini,"Area 43","Area 30",14.8923,22.1087,0,,0,,0,,430,22.29,4.5,3.6,Card
2024-02-15,23:22:00,CNR5705839374,"Driver Not Found",877957,Auto,"Area 48","Area 24",0,0,0,,0,,0,,218,0,0,0,Card
2024-02-13,15:33:00,CNR3657694738,"Cancelled By Driver",340069,Mini,"Area 42","Area 4",0,0,0,,1,"The customer was coughing/sick",0,,223,0,0,0,UPI
2024-02-27,18:19:00,CNR6490778482,Success,883462,Bike,"Area 48","Area 41",11.1969,14.0005,0,,0,,0,,835,17.94,4.9,3.1,Card
2024-02-16,21:57:00,CNR2942836531,"Driver Not Found",730421,"Prime SUV","Area 49","Area 13",0,0,0,,0,,0,,436,0,0,0,UPI
2024-02-14,11:45:00,CNR5425043030,Success,790643,"Prime SUV","Area 38","Area 50",4.05451,11.0157,0,,0,,0,,159,21.9,3.9,3.7,UPI
2024-02-27,17:32:00,CNR2713481639,Success,109384,"Prime SUV","Area 7","Area 16",13.1044,19.427,0,,0,,0,,750,7.82,3.7,4.6,Cash
2024-02-14,07:38:00,CNR7588820506,Success,973016,"Prime Sedan","Area 50","Area 17",14.7207,24.0675,0,,0,,1,"Customer Demand",402,18.01,3.2,4.7,Card
2024-02-15,12:11:00,CNR6634823911,Success,975441,eBike,"Area 36","Area 36",6.04405,24.9514,0,,0,,0,,476,22.64,3.2,3.1,UPI
2024-02-08,22:48:00,CNR8241094999,Success,994388,eBike,"Area 45","Area 9",4.98278,21.0285,0,,0,,0,,386,4.59,4.1,3.6,UPI
2024-02-17,05:20:00,CNR2298535595,Success,914907,Bike,"Area 24","Area 47",5.58505,12.4797,0,,0,,0,,188,15.53,4.3,3.3,Cash
2024-02-02,03:54:00,CNR5936110273,Success,191145,"Prime SUV","Area 30","Area 14",7.33555,17.2664,0,,0,,0,,353,5.41,3.9,4.5,Cash
2024-02-27,03:28:00,CNR5236741789,Success,968375,eBike,"Area 16","Area 46",13.2644,14.2222,0,,0,,0,,419,2.28,3.2,4.8,UPI
2024-02-14,23:41:00,CNR8283624339,Success,489680,Mini,"Area 43","Area 5",11.258,15.9911,0,,0,,0,,855,15.3,4.9,4.2,Card
2024-02-08,05:12:00,CNR1337627220,Success,861472,Mini,"Area 2","Area 28",3.38021,13.5825,0,,0,,0,,361,21.9,3.2,4.9,Cash
2024-02-07,17:52:00,CNR9305993363,"Cancelled By Driver",229563,"Prime SUV","Area 22","Area 48",0,0,0,,1,"Personal & Car related issues",0,,202,0,0,0,Cash
2024-02-13,01:39:00,CNR3221303505,"Cancelled By Driver",489374,eBike,"Area 39","Area 40",0,0,0,,1,"Personal & Car related issues",0,,324,0,0,0,UPI
2024-02-23,20:51:00,CNR8189548426,"Cancelled By Driver",902916,"Prime Sedan","Area 4","Area 30",0,0,0,,1,"Customer related issue",0,,167,0,0,0,UPI
2024-02-28,08:36:00,CNR6472849769,"Driver Not Found",621039,eBike,"Area 30","Area 17",0,0,0,,0,,0,,180,0,0,0,Card
2024-02-22,12:22:00,CNR9123671846,"Driver Not Found",653020,Bike,"Area 41","Area 48",0,0,0,,0,,0,,245,0,0,0,Cash
2024-02-13,01:15:00,CNR6363310228,"Cancelled By Driver",107211,eBike,"Area 46","Area 20",0,0,0,,1,"Customer related issue",0,,466,0,0,0,Cash
2024-02-24,00:49:00,CNR8556216354,Success,832853,"Prime Sedan","Area 7","Area 17",8.92519,20.3289,0,,0,,0,,218,12.96,4.6,4.4,Cash
2024-02-17,08:01:00,CNR9781971793,"Driver Not Found",935111,eBike,"Area 24","Area 23",0,0,0,,0,,0,,325,0,0,0,Cash
2024-02-05,21:21:00,CNR9846155639,Success,758218,eBike,"Area 5","Area 8",5.54408,12.9923,0,,0,,0,,578,9.69,3.1,3.7,UPI
2024-02-26,12:56:00,CNR6090690241,"Cancelled By Driver",412057,Mini,"Area 41","Area 38",0,0,0,,1,"The customer was coughing/sick",0,,417,0,0,0,UPI
2024-02-21,22:59:00,CNR5110886799,"Driver Not Found",321694,Auto,"Area 3","Area 3",0,0,0,,0,,0,,146,0,0,0,Card
2024-02-11,19:49:00,CNR9770836772,Success,761860,"Prime Sedan","Area 2","Area 47",14.7708,14.9019,0,,0,,0,,430,23.35,3.7,3.7,UPI
2024-02-21,15:58:00,CNR4656832067,"Driver Not Found",749388,"Prime Plus","Area 36","Area 42",0,0,0,,0,,0,,585,0,0,0,Card
2024-02-07,13:03:00,CNR8639126132,"Cancelled By Driver",481469,"Prime Plus","Area 38","Area 26",0,0,0,,1,"Customer related issue",0,,918,0,0,0,Cash
2024-02-28,19:58:00,CNR6221037726,Success,170501,"Prime Plus","Area 26","Area 26",9.02701,19.5615,0,,0,,0,,451,24.32,3.5,3.9,UPI
2024-02-11,08:58:00,CNR6547727190,Success,553587,"Prime SUV","Area 2","Area 47",4.67773,24.8522,0,,0,,0,,897,13.35,3.6,3.7,Cash
2024-02-04,21:08:00,CNR1245534187,Success,985208,"Prime Sedan","Area 17","Area 39",5.5341,24.3306,0,,0,,0,,536,8.66,4.8,4.8,UPI
2024-02-25,05:24:00,CNR8290749251,Success,267668,"Prime SUV","Area 10","Area 36",7.75708,7.72535,0,,0,,0,,232,10.87,4.3,4.9,Card
2024-02-11,14:21:00,CNR6394971683,Success,846072,Bike,"Area 28","Area 9",3.56831,19.8365,0,,0,,0,,192,14.83,4.7,3.5,Cash
2024-02-16,10:51:00,CNR7847171590,"Cancelled By Driver",242764,Mini,"Area 47","Area 29",0,0,0,,1,"Customer related issue",0,,298,0,0,0,Cash
2024-02-19,17:55:00,CNR8411706619,Success,247034,"Prime Sedan","Area 7","Area 20",3.02905,14.4562,0,,0,,0,,469,14.25,3.3,4.9,UPI
2024-02-15,18:16:00,CNR4837088363,Success,786868,eBike,"Area 29","Area 24",5.88502,10.9218,0,,0,,0,,203,18.08,3.9,3.8,UPI
2024-02-19,21:40:00,CNR6259596283,"Cancelled By Driver",170122,Mini,"Area 37","Area 16",0,0,0,,1,"Personal & Car related issues",0,,294,0,0,0,Cash
2024-02-24,07:55:00,CNR3690906364,Success,172089,"Prime Sedan","Area 6","Area 31",14.5616,21.0658,0,,0,,0,,465,21.76,4.3,4.5,Cash
2024-02-15,06:21:00,CNR8700983592,"Cancelled By Driver",957363,"Prime Sedan","Area 43","Area 49",0,0,0,,1,"Personal & Car related issues",0,,274,0,0,0,Cash
2024-02-27,19:34:00,CNR2655894870,Success,716106,"Prime SUV","Area 44","Area 33",3.34149,15.1081,0,,0,,0,,121,2.93,4.9,4.9,Cash
2024-02-13,09:18:00,CNR2375168006,"Cancelled by Customer",254693,"Prime Plus","Area 48","Area 44",0,0,1,"AC is not working",0,,0,,420,0,0,0,Card
2024-02-16,20:40:00,CNR1141264580,Success,854147,eBike,"Area 50","Area 35",14.1895,13.6163,0,,0,,0,,621,13.13,4.7,4.3,UPI
2024-02-18,13:03:00,CNR5536947131,"Cancelled By Driver",889561,"Prime SUV","Area 7","Area 20",0,0,0,,1,"Customer related issue",0,,759,0,0,0,Cash
2024-02-23,11:06:00,CNR3881742911,Success,242956,"Prime Plus","Area 29","Area 37",9.1435,12.3981,0,,0,,0,,788,14.69,4.5,4,Cash
2024-02-04,13:00:00,CNR4831131848,Success,575398,"Prime SUV","Area 37","Area 47",12.2635,20.7671,0,,0,,0,,972,14.49,3.6,4.5,Cash
2024-02-17,11:23:00,CNR2189328442,Success,249185,"Prime Sedan","Area 47","Area 48",5.31001,17.9769,0,,0,,0,,136,13.78,3.1,3.7,Cash
2024-02-12,04:28:00,CNR9806040864,"Driver Not Found",240804,"Prime Sedan","Area 13","Area 24",0,0,0,,0,,0,,795,0,0,0,Cash
2024-02-20,17:56:00,CNR8878217948,"Driver Not Found",280614,"Prime Sedan","Area 29","Area 30",0,0,0,,0,,0,,323,0,0,0,Card
2024-02-20,13:59:00,CNR4768321653,Success,708337,"Prime Plus","Area 5","Area 2",4.43557,12.9096,0,,0,,0,,412,9.17,4.5,3.9,Cash
2024-02-22,20:14:00,CNR6658223826,Success,628624,eBike,"Area 33","Area 13",13.1246,11.7336,0,,0,,0,,230,10.87,4.8,4.9,UPI
2024-02-11,06:10:00,CNR9569987916,Success,317681,"Prime Sedan","Area 15","Area 31",4.43071,24.6388,0,,0,,0,,453,9.08,4.2,3.9,Cash
2024-02-22,00:26:00,CNR2683478403,Success,593784,"Prime SUV","Area 29","Area 6",13.1904,5.52837,0,,0,,0,,321,9.33,4.4,4,Cash
2024-02-14,08:50:00,CNR9676199284,"Driver Not Found",383738,"Prime Sedan","Area 47","Area 4",0,0,0,,0,,0,,385,0,0,0,UPI
2024-02-06,06:47:00,CNR4069708567,"Cancelled By Driver",397156,Bike,"Area 13","Area 6",0,0,0,,1,"Customer related issue",0,,363,0,0,0,UPI
2024-02-10,11:23:00,CNR4052807565,Success,383736,Auto,"Area 10","Area 39",9.4823,8.1968,0,,0,,0,,448,15,4.7,4.6,UPI
2024-02-18,09:46:00,CNR8228993519,Success,774944,Mini,"Area 27","Area 21",12.9448,12.8287,0,,0,,0,,448,7.13,3.2,3.6,Cash
2024-02-13,08:03:00,CNR7390307660,Success,162094,Bike,"Area 38","Area 43",11.4332,21.9817,0,,0,,0,,199,9.01,4.7,4,UPI
2024-02-17,13:57:00,CNR8008043066,"Cancelled By Driver",929035,eBike,"Area 45","Area 3",0,0,0,,1,"The customer was coughing/sick",0,,633,0,0,0,UPI
2024-02-09,19:32:00,CNR5035629866,"Cancelled By Driver",713595,"Prime SUV","Area 12","Area 29",0,0,0,,1,"Personal & Car related issues",0,,189,0,0,0,UPI
2024-02-07,03:14:00,CNR8870647104,Success,178544,Bike,"Area 31","Area 9",12.3732,7.77725,0,,0,,0,,414,23.07,3,4.1,UPI
2024-02-24,09:56:00,CNR9545286599,Success,138738,Mini,"Area 13","Area 11",14.291,9.30451,0,,0,,0,,915,5.08,3.4,4.5,Card
2024-02-09,17:32:00,CNR3002012846,Success,318060,Bike,"Area 20","Area 38",10.5323,19.8049,0,,0,,0,,609,23.37,3.9,4.6,Cash
2024-02-19,11:46:00,CNR9009760460,"Driver Not Found",664671,"Prime SUV","Area 45","Area 47",0,0,0,,0,,0,,110,0,0,0,Cash
2024-02-08,14:37:00,CNR9340758032,Success,285083,eBike,"Area 18","Area 34",13.1125,5.96794,0,,0,,0,,353,12.14,4.5,3.4,Cash
2024-02-09,04:18:00,CNR6585500998,Success,863013,"Prime Sedan","Area 34","Area 13",13.6219,14.2275,0,,0,,0,,217,14.5,4.4,4.5,Cash
2024-02-20,14:40:00,CNR3511657947,"Cancelled By Driver",404060,"Prime SUV","Area 47","Area 13",0,0,0,,1,"The customer was coughing/sick",0,,884,0,0,0,UPI
2024-02-24,10:03:00,CNR1547237135,"Driver Not Found",454842,"Prime SUV","Area 38","Area 49",0,0,0,,0,,0,,384,0,0,0,Cash
2024-02-13,21:39:00,CNR2420164250,"Cancelled By Driver",861938,Auto,"Area 25","Area 27",0,0,0,,1,"The customer was coughing/sick",0,,311,0,0,0,Cash
2024-02-05,18:53:00,CNR7284405536,"Cancelled By Driver",198183,"Prime Plus","Area 46","Area 40",0,0,0,,1,"Customer related issue",0,,409,0,0,0,Cash
2024-02-27,12:52:00,CNR8903093340,Success,553826,Bike,"Area 3","Area 31",6.41997,20.2903,0,,0,,0,,324,2.4,4.1,4.2,Cash
2024-02-02,14:29:00,CNR3537630330,"Driver Not Found",774659,"Prime SUV","Area 18","Area 45",0,0,0,,0,,0,,233,0,0,0,UPI
2024-02-18,00:37:00,CNR8988386531,Success,149452,"Prime Sedan","Area 19","Area 7",14.6859,10.6383,0,,0,,0,,912,24.61,3.3,4.8,UPI
2024-02-15,00:22:00,CNR5817220862,Success,396982,"Prime Sedan","Area 11","Area 9",3.2389,13.5863,0,,0,,0,,303,23.71,3.2,4.4,UPI
2024-02-26,16:01:00,CNR5542068625,Success,176333,eBike,"Area 18","Area 40",12.9741,12.4289,0,,0,,0,,254,18.68,4.3,4.1,UPI
2024-02-07,20:21:00,CNR9927922202,"Driver Not Found",189049,Mini,"Area 44","Area 13",0,0,0,,0,,0,,326,0,0,0,Cash
2024-02-13,08:45:00,CNR7795518549,Success,770349,eBike,"Area 48","Area 33",8.52825,24.3384,0,,0,,0,,321,23.42,3.4,4.5,Card
2024-02-13,23:34:00,CNR9875025795,Success,556695,"Prime SUV","Area 15","Area 46",14.1382,24.7066,0,,0,,0,,443,12.37,4.7,4.3,Cash
2024-02-04,10:30:00,CNR1502842116,Success,422758,"Prime Sedan","Area 7","Area 1",6.74853,14.3217,0,,0,,0,,206,9.67,4.7,4.4,Cash
2024-02-10,12:07:00,CNR4126189580,Success,553203,"Prime Plus","Area 48","Area 26",13.9157,21.3946,0,,0,,0,,261,11.69,4.3,3.5,Cash
2024-02-27,16:09:00,CNR1919341932,Success,630321,"Prime Sedan","Area 16","Area 14",12.5431,18.7747,0,,0,,0,,163,5.64,3.1,3.7,Card
2024-02-25,04:32:00,CNR1114464212,Success,805736,"Prime Plus","Area 15","Area 16",3.76902,12.1681,0,,0,,0,,227,18.28,3.4,3.8,Cash
2024-02-02,12:04:00,CNR5190504312,"Cancelled By Driver",136352,Bike,"Area 43","Area 21",0,0,0,,1,"More than permitted people in there",0,,289,0,0,0,Cash
2024-02-25,03:48:00,CNR6656349722,Success,413749,"Prime SUV","Area 38","Area 21",14.3611,23.268,0,,0,,0,,781,17.44,4.9,3.1,Cash
2024-02-29,13:44:00,CNR9580476156,Success,617868,Auto,"Area 37","Area 31",8.70844,5.52706,0,,0,,0,,433,21.21,5,3.6,Cash
2024-02-14,16:53:00,CNR1170981994,Success,876367,Auto,"Area 41","Area 50",12.7779,18.8044,0,,0,,0,,199,14.69,4.6,3.9,Cash
2024-02-22,22:50:00,CNR1555596234,Success,301600,Auto,"Area 23","Area 37",8.14207,23.0658,0,,0,,0,,338,14.37,3.3,4.2,Cash
2024-02-01,18:15:00,CNR2872404977,Success,967431,"Prime SUV","Area 46","Area 24",4.23636,22.8718,0,,0,,0,,314,7.12,3.3,4.5,Cash
2024-02-27,10:01:00,CNR6110220962,"Cancelled by Customer",244687,eBike,"Area 7","Area 44",0,0,1,"Driver asked to cancel",0,,0,,129,0,0,0,Cash
2024-02-03,15:09:00,CNR7600749073,Success,477442,"Prime SUV","Area 24","Area 17",13.9213,7.32494,0,,0,,0,,112,8.39,4.8,4.3,UPI
2024-02-11,06:52:00,CNR3699968232,"Cancelled by Customer",993008,"Prime SUV","Area 32","Area 33",0,0,1,"Change of plans",0,,0,,123,0,0,0,Cash
2024-02-07,13:18:00,CNR1943538913,"Cancelled By Driver",908541,Bike,"Area 49","Area 21",0,0,0,,1,"The customer was coughing/sick",0,,595,0,0,0,UPI
2024-02-10,09:58:00,CNR8125016664,"Cancelled By Driver",222728,Mini,"Area 38","Area 19",0,0,0,,1,"Customer related issue",0,,645,0,0,0,UPI
2024-02-01,08:22:00,CNR2249750322,Success,341636,"Prime SUV","Area 49","Area 18",3.19131,6.15739,0,,0,,0,,404,11.32,3.2,3.5,Cash
2024-02-13,17:12:00,CNR6464315958,Success,975380,"Prime Sedan","Area 9","Area 34",7.95203,22.0977,0,,0,,0,,468,21.55,3.9,3.2,Cash
2024-02-07,17:20:00,CNR8282959611,Success,772517,"Prime Plus","Area 20","Area 7",7.35391,11.423,0,,0,,1,"Vehicle Breakdown",731,3.34,3.2,4.6,Card
2024-02-16,08:09:00,CNR2809867687,Success,947678,"Prime Sedan","Area 49","Area 47",14.7446,10.8449,0,,0,,0,,221,24.42,3.8,4.4,Card
2024-02-03,14:38:00,CNR8641382024,Success,579628,Mini,"Area 30","Area 17",6.12559,11.2369,0,,0,,0,,437,17.54,3.2,4.3,Cash
2024-02-07,19:33:00,CNR4259191063,Success,520319,Bike,"Area 28","Area 27",8.60715,12.4731,0,,0,,0,,252,9.09,3.9,4.7,Card
2024-02-29,13:12:00,CNR8598821508,Success,850523,Bike,"Area 47","Area 4",7.09818,16.3356,0,,0,,0,,731,23.7,3.5,3.8,Cash
2024-02-29,12:08:00,CNR4300411484,"Driver Not Found",162407,"Prime Sedan","Area 47","Area 9",0,0,0,,0,,0,,100,0,0,0,Cash
2024-02-26,11:59:00,CNR2629487450,Success,659979,eBike,"Area 23","Area 9",6.09882,11.7889,0,,0,,0,,266,17.18,5,3.3,Cash
2024-02-29,04:55:00,CNR4361810238,Success,824145,Mini,"Area 21","Area 16",11.846,7.40562,0,,0,,0,,157,12.76,3.2,3.2,UPI
2024-02-22,15:11:00,CNR6560632510,Success,793615,Bike,"Area 2","Area 46",7.04619,23.5036,0,,0,,0,,450,15.92,4.7,4,Card
2024-02-22,01:47:00,CNR6741179782,Success,975214,"Prime SUV","Area 29","Area 4",14.5425,21.4094,0,,0,,0,,364,24.36,3.6,3.5,UPI
2024-02-13,11:35:00,CNR9652902780,Success,868877,"Prime SUV","Area 6","Area 36",7.35173,21.1155,0,,0,,0,,217,8.52,3.8,4.7,Cash
2024-02-28,00:09:00,CNR5025376062,Success,859483,Mini,"Area 47","Area 4",8.91667,6.24106,0,,0,,0,,317,10.07,4.8,3.9,Cash
2024-02-25,06:51:00,CNR6062291921,"Driver Not Found",887734,eBike,"Area 27","Area 6",0,0,0,,0,,0,,234,0,0,0,Cash
2024-02-12,03:55:00,CNR3005548196,Success,207411,Bike,"Area 28","Area 28",6.48012,11.7106,0,,0,,0,,136,4.73,4.3,3.5,Cash
2024-02-03,10:26:00,CNR9941900344,Success,388254,Bike,"Area 27","Area 19",4.09116,14.8861,0,,0,,0,,611,5.79,3,4,Cash
2024-02-08,06:40:00,CNR2394908945,"Cancelled By Driver",820798,"Prime SUV","Area 23","Area 21",0,0,0,,1,"More than permitted people in there",0,,687,0,0,0,UPI
2024-02-02,17:35:00,CNR9713212995,Success,499997,"Prime Sedan","Area 9","Area 4",13.6437,7.68221,0,,0,,0,,935,13.73,3.4,3.4,UPI
2024-02-14,13:17:00,CNR2506824599,"Cancelled by Customer",820843,Mini,"Area 43","Area 29",0,0,1,"Driver is not moving towards pickup location",0,,0,,705,0,0,0,UPI
2024-02-04,02:04:00,CNR7646937619,"Cancelled by Customer",742343,eBike,"Area 41","Area 36",0,0,1,"Wrong Address",0,,0,,483,0,0,0,UPI
2024-02-04,19:29:00,CNR2963587920,Success,561790,Auto,"Area 42","Area 44",4.68244,20.6154,0,,0,,0,,227,10.51,4.1,4.1,Cash
2024-02-19,03:55:00,CNR4474628570,Success,167528,Mini,"Area 20","Area 25",8.63933,12.9335,0,,0,,0,,487,15.06,4.3,4.6,Card
2024-02-28,10:00:00,CNR2890858891,Success,932308,Mini,"Area 43","Area 17",8.68045,14.2077,0,,0,,0,,421,7.51,4.8,4.5,UPI
2024-02-29,23:24:00,CNR1553117996,Success,403483,"Prime Plus","Area 39","Area 1",3.15905,23.5069,0,,0,,0,,959,19.23,3.4,4.2,Card
2024-02-12,09:13:00,CNR6822898449,"Cancelled By Driver",847656,"Prime Plus","Area 34","Area 15",0,0,0,,1,"The customer was coughing/sick",0,,702,0,0,0,Cash
2024-02-15,23:36:00,CNR7935429305,"Driver Not Found",614209,Mini,"Area 25","Area 25",0,0,0,,0,,0,,112,0,0,0,Cash
2024-02-10,14:23:00,CNR9566939791,Success,854422,Mini,"Area 40","Area 35",12.0484,7.20475,0,,0,,0,,690,5.29,3.6,4.9,Cash
2024-02-07,23:15:00,CNR6647379967,"Cancelled By Driver",476905,Mini,"Area 35","Area 15",0,0,0,,1,"The customer was coughing/sick",0,,612,0,0,0,UPI
2024-02-25,04:47:00,CNR7394397139,"Cancelled By Driver",568249,"Prime SUV","Area 18","Area 41",0,0,0,,1,"More than permitted people in there",0,,425,0,0,0,Card
2024-02-02,21:59:00,CNR7914196423,"Cancelled By Driver",736854,Bike,"Area 38","Area 19",0,0,0,,1,"More than permitted people in there",0,,174,0,0,0,Cash
2024-02-13,19:37:00,CNR4883034800,Success,991598,eBike,"Area 32","Area 47",4.61704,11.2398,0,,0,,0,,103,23.38,4.3,3.6,Cash
2024-02-11,17:13:00,CNR6052473590,Success,522477,"Prime Sedan","Area 6","Area 5",14.4883,18.1008,0,,0,,0,,675,14.11,4.1,3.4,UPI
2024-02-16,23:26:00,CNR9750442558,Success,802018,"Prime SUV","Area 43","Area 20",6.16606,9.49648,0,,0,,0,,345,13.22,4,4.1,Cash
2024-02-19,13:23:00,CNR8769782998,Success,469947,Bike,"Area 36","Area 49",14.0328,7.30779,0,,0,,0,,201,3.02,4.8,3,UPI
2024-02-18,23:28:00,CNR7883197039,Success,293423,Bike,"Area 18","Area 11",5.21486,21.3189,0,,0,,0,,233,4,3.2,4.7,Card
2024-02-12,01:52:00,CNR1043582241,Success,878310,Mini,"Area 41","Area 15",4.14804,23.1412,0,,0,,0,,541,12.03,3.6,4.5,Cash
2024-02-26,20:05:00,CNR6293440258,"Cancelled by Customer",799272,eBike,"Area 42","Area 28",0,0,1,"AC is not working",0,,0,,636,0,0,0,Cash
2024-02-03,17:53:00,CNR7651966281,Success,316068,Mini,"Area 3","Area 24",9.86276,16.6461,0,,0,,0,,611,20,4.5,4.4,Cash
2024-02-21,17:25:00,CNR2027049204,"Cancelled By Driver",292426,eBike,"Area 13","Area 27",0,0,0,,1,"Customer related issue",0,,152,0,0,0,UPI
2024-02-19,10:05:00,CNR6894186758,Success,421242,Mini,"Area 4","Area 34",4.00708,24.5158,0,,0,,0,,156,14.74,4.5,4.5,Cash
2024-02-02,08:06:00,CNR6984942978,"Cancelled by Customer",138093,"Prime Plus","Area 26","Area 29",0,0,1,"AC is not working",0,,0,,395,0,0,0,Cash
2024-02-29,22:53:00,CNR2249209858,Success,471879,"Prime Sedan","Area 20","Area 11",10.2047,11.5648,0,,0,,0,,335,23.13,3.7,4.8,Card
2024-02-29,06:14:00,CNR2240570098,"Driver Not Found",511439,"Prime SUV","Area 11","Area 17",0,0,0,,0,,0,,496,0,0,0,Cash
2024-02-21,11:13:00,CNR4636885407,Success,331231,"Prime SUV","Area 22","Area 21",4.56316,24.0392,0,,0,,0,,205,12.46,4.6,5,Cash
2024-02-03,05:06:00,CNR7168893231,Success,573237,"Prime Plus","Area 48","Area 24",7.15458,23.5352,0,,0,,0,,445,7.75,3.3,4.4,Cash
2024-02-10,04:17:00,CNR7625010957,"Cancelled By Driver",170792,"Prime Plus","Area 1","Area 29",0,0,0,,1,"Customer related issue",0,,805,0,0,0,UPI
2024-02-15,14:59:00,CNR3059978556,"Driver Not Found",802308,"Prime Sedan","Area 13","Area 1",0,0,0,,0,,0,,196,0,0,0,Card
2024-02-16,22:37:00,CNR4278623470,Success,219960,Bike,"Area 5","Area 30",9.62924,8.87345,0,,0,,0,,364,8.3,4.8,3.4,UPI
2024-02-10,03:51:00,CNR4009420593,Success,599407,Bike,"Area 40","Area 7",5.43419,23.9269,0,,0,,0,,192,9.72,3.2,4.5,Cash
2024-02-27,07:50:00,CNR8052996964,Success,403135,"Prime Plus","Area 26","Area 28",9.30484,21.2393,0,,0,,0,,751,6.91,4.2,3.4,Card
2024-02-27,23:50:00,CNR1397379290,Success,381158,Mini,"Area 13","Area 22",3.38489,12.8316,0,,0,,0,,240,12.64,4.7,3.7,Cash
2024-02-09,14:17:00,CNR5566486291,Success,417065,eBike,"Area 21","Area 15",10.9872,13.7608,0,,0,,0,,279,20.9,3,3.1,Card
2024-02-15,14:57:00,CNR1981581395,Success,769349,"Prime Sedan","Area 10","Area 20",14.6687,17.6763,0,,0,,0,,723,2.04,3.3,4.7,UPI
2024-02-01,05:58:00,CNR1087633441,"Driver Not Found",731518,Bike,"Area 28","Area 13",0,0,0,,0,,0,,668,0,0,0,Cash
2024-02-02,16:33:00,CNR2560750854,Success,748320,"Prime SUV","Area 29","Area 25",6.09068,14.808,0,,0,,0,,934,19.19,3.2,4.1,Cash
2024-02-11,06:00:00,CNR8629292346,"Cancelled by Customer",150514,"Prime Plus","Area 37","Area 36",0,0,1,"Driver is not moving towards pickup location",0,,0,,865,0,0,0,Cash
